
Rank;Global Rank;Institution;Country;Sector
273;602;St. Joseph's Hospital and Medical Center ;USA;Health
274;603;Universitatsklinikum des Saarlandes;DEU;Health
274;603;Tohoku University Hospital;JPN;Health
274;603;Hospital de la Santa Creu i Sant Pau;ESP;Health
274;603;Third Affiliated Hospital of Soochow University;CHN;Health
274;603;Turku PET Centre;FIN;Health
275;604;Hospital for Special Surgery;USA;Health
276;605;St Vincent's Hospital Sydney;AUS;Health
276;605;The Second Affiliated Hospital of Zhejiang University;CHN;Health
276;605;Cancer Institute and Hospital, Chinese Academy of Medical Sciences;CHN;Health
276;605;Istituto Neurologico Mediterraneo Neuromed IRCCS;ITA;Health
276;605;VA Pittsburgh Healthcare System;USA;Health
276;605;General Hospital of Tianjin Medical University;CHN;Health
277;606;Children's Hospital of Eastern Ontario;CAN;Health
278;607;University Hospitals Birmingham NHS Foundation Trust;GBR;Health
278;607;Royal North Shore Hospital;AUS;Health
278;607;University of Maryland Medical Center;USA;Health
278;607;St. Joseph's Healthcare Hamilton;CAN;Health
279;608;Masaryk Memorial Cancer Institute;CZE;Health
279;608;Chang Gung Memorial Hospital, Kaohsiung;TWN;Health
279;608;Charite Campus Benjamin Franklin;DEU;Health
279;608;Royal Brisbane and Women's Hospital *;AUS;Health
279;608;Queen Mary Hospital Hong Kong;HKG;Health
279;608;Chang Gung Memorial Hospital, Chiayi;TWN;Health
279;608;Ministerio da Saude;BRA;Health
279;608;Central Arkansas Veterans Healthcare System;USA;Health
280;610;Azienda Ospedaliera Careggi;ITA;Health
280;610;Seoul National University Bundang Hospital;KOR;Health
280;610;Shanghai East Hospital;CHN;Health
280;610;Fondazione Don Carlo Gnocchi IRCCS;ITA;Health
281;611;European Centre for Disease Prevention and Control;SWE;Health
281;611;South African Medical Research Council;ZAF;Health
281;611;Affiliated Nanjing First Hospital;CHN;Health
281;611;Sun Yat-sen University Sixth Hospital;CHN;Health
281;611;Shanghai First Maternity and Infant Health Hospital;CHN;Health
282;612;Russian Academy of Medical Sciences *;RUS;Health
282;612;Singapore General Hospital;SGP;Health
282;612;University Hospital of Northern Norway;NOR;Health
283;613;Fourth Hospital of Harbin Medical University;CHN;Health
283;613;University Hospitals Leicester NHS Trust;GBR;Health
283;613;West Virginia University Health Sciences Center;USA;Health
283;613;University of Ottawa Heart Institute;CAN;Health
283;613;Shanghai Sixth People's Hospital;CHN;Health
283;613;St. James's Hospital;IRL;Health
283;613;Hospital Universitario 12 de Octubre;ESP;Health
284;614;Xinhua Hospital;CHN;Health
284;614;Instituto de Investigacion Sanitaria Fundacion para la Investigacion del Hospital Clinico de Valencia - INCLIVA;ESP;Health
285;615;Newcastle upon Tyne Hospitals NHS Foundation Trust;GBR;Health
285;615;St. Josef-Hospital;DEU;Health
285;615;Centre Hospitalier Universitaire de Nice *;FRA;Health
285;615;Chonnam National University Hwasun Hospital;KOR;Health
286;616;Azienda Ospedaliera San Gerardo Monza;ITA;Health
286;616;Health Canada;CAN;Health
286;616;Centro de Investigacion Biomedica en Red de Enfermedades Respiratorias, Barcelona;ESP;Health
286;616;Asklepios Klinik St. Georg;DEU;Health
286;616;Changhai Hospital of Shanghai;CHN;Health
287;617;St. Olavs University Hospital;NOR;Health
287;617;Royal Children's Hospital Melbourne;AUS;Health
288;618;Azienda Ospedaliero Universitaria Policlinico Sant'Orsola Malpighi;ITA;Health
288;618;The Royal Liverpool and Broadgreen University Hospitals NHS Trust;GBR;Health
288;618;Shanghai Shuguang Hospital;CHN;Health
288;618;Universitatsklinikum Dusseldorf;DEU;Health
288;618;Institut de Recerca Biomedica de Lleida;ESP;Health
288;618;Neuroscience Research Australia;AUS;Health
289;619;Carolinas Healthcare System *;USA;Health
289;619;Cliniques Universitaires Saint-Luc;BEL;Health
289;619;Second Xiangya Hospital Affiliated to Central South University;CHN;Health
289;619;First Affiliated Hospital of Xi'an Jiaotong University;CHN;Health
289;619;St Vincent's Hospital Melbourne;AUS;Health
289;619;Centre Hospitalier Universitaire de Grenoble;FRA;Health
290;620;Linkoping University Hospital;SWE;Health
290;620;OLV Hospital;BEL;Health
290;620;Monash Medical Centre ;AUS;Health
290;620;Kantonsspital St. Gallen;CHE;Health
290;620;Inova Fairfax Hospital;USA;Health
291;621;Barts and the London NHS Trust;GBR;Health
291;621;Sir Charles Gairdner Hospital ;AUS;Health
292;622;Sir Run Run Shaw Hospital;CHN;Health
292;622;Azienda Sanitaria Ospedaliera Molinette San Giovanni Battista di Torino;ITA;Health
292;622;Hospital Universitari de Bellvitge;ESP;Health
292;622;London Health Sciences Centre;CAN;Health
293;623;Buddhist Tzu Chi General Hospital;TWN;Health
293;623;Shizuoka Cancer Center;JPN;Health
293;623;Royal Adelaide Hospital ;AUS;Health
294;624;Cancercare Manitoba;CAN;Health
294;624;First Affiliated Hospital of Soochow University;CHN;Health
294;624;Peking Union Medical College Hospital Beijing;CHN;Health
294;624;Second Affiliated Hospital Harbin Medical University;CHN;Health
294;624;Groote Schuur Hospital;ZAF;Health
295;625;Northshore University HealthSystem;USA;Health
295;625;Centre Hospitalier Universitaire Sainte-Justine;CAN;Health
295;625;Centre Oscar Lambret *;FRA;Health
295;625;Zhongshan Hospital Xiamen University;CHN;Health
295;625;Shanghai Jiao Tong University Affiliated First People's Hospital;CHN;Health
295;625;Hospital do Cancer A.C. Camargo;BRA;Health
295;625;Telethon Kids Institute;AUS;Health
295;625;Harvard Pilgrim Health Care;USA;Health
296;626;North Bristol NHS Trust;GBR;Health
296;626;National Research Institute for Child Health and Development;JPN;Health
296;626;Centro de Investigacion Biomedica en Red de Enfermedades Respiratorias, Madrid;ESP;Health
296;626;First Affiliated Hospital Harbin Medical University;CHN;Health
296;626;Children's Hospital Colorado;USA;Health
296;626;Istituto Auxologico Italiano IRCCS;ITA;Health
297;627;Shandong Provincial Hospital;CHN;Health
297;627;St. Vincent's University Hospital;IRL;Health
297;627;National Institute of Radiological Sciences;JPN;Health
298;628;Hospital Universitario Ramon y Cajal *;ESP;Health
298;628;Hennepin County Medical Center;USA;Health
298;628;Saint Luke’s Mid America Heart Institute;USA;Health
299;629;Steno Diabetes Center;DNK;Health
299;629;Hospital Universitari de Girona Dr. Josep Trueta;ESP;Health
299;629;Renmin Hospital of Wuhan University;CHN;Health
299;629;Sun Yat-sen University Second Hospital;CHN;Health
299;629;Obstetrics and Gynecology Hospital Fudan University;CHN;Health
299;629;Complejo Hospitalario Virgen del Rocio;ESP;Health
300;630;Taichung Veterans General Hospital;TWN;Health
300;630;Ospedale Casa Sollievo della Sofferenza IRCCS;ITA;Health
301;631;UCSF Benioff Children's Hospital;USA;Health
301;631;Instituto de Investigacion Sanitaria de Santiago de Compostela;ESP;Health
301;631;Instituto Adolfo Lutz;BRA;Health
301;631;Hospital Universitario La Paz;ESP;Health
301;631;Beaumont Hospital;IRL;Health
302;632;Providence Health Care;CAN;Health
302;632;Rambam Health Care Campus;ISR;Health
302;632;Flinders Medical Centre;AUS;Health
303;633;Sheffield Teaching Hospitals NHS Trust;GBR;Health
303;633;Shanghai Ninth People's Hospital;CHN;Health
303;633;The Children's Hospital at Westmead;AUS;Health
303;633;Shaare Zedek Medical Center;ISR;Health
303;633;Royal Perth Hospital ;AUS;Health
304;634;Instituto Butantan;BRA;Health
304;634;First Hospital of Jilin University;CHN;Health
304;634;Institute for Clinical Evaluative Sciences;CAN;Health
304;634;Chang Gung Memorial Hospital, Linkou;TWN;Health
304;634;King Faisal Specialist Hospital and Research Centre ;SAU;Health
305;635;Complejo Asistencial Universitario de Salamanca;ESP;Health
305;635;Centre Hospitalier Universitaire de Poitiers;FRA;Health
305;635;Hopitaux Universitaires de Strasbourg;FRA;Health
305;635;University Hospitals Bristol NHS Foundation Trust;GBR;Health
305;635;Shanghai Pulmonary Hospital;CHN;Health
305;635;Hospitais da Universidade de Coimbra;PRT;Health
305;635;Okayama University Hospital;JPN;Health
306;636;First Affiliated Hospital of Guangxi Medical University;CHN;Health
306;636;Third Affiliated Hospital of Nanchang;CHN;Health
306;636;Second Affiliated Hospital of Dalian Medical University ;CHN;Health
307;637;Aalborg University Hospital;DNK;Health
307;637;Hospital Universitario Marques de Valdecilla;ESP;Health
307;637;Eye, Ear, Nose and Throat Hospital Fudan University;CHN;Health
307;637;Boston Medical Center ;USA;Health
307;637;BJC HealthCare;USA;Health
307;637;Charite Campus Mitte;DEU;Health
307;637;Salford Royal Hospitals NHS Trust;GBR;Health
307;637;Tri-Service General Hospital;TWN;Health
308;638;First Affilated Hospital of Wenzhou Medical College;CHN;Health
308;638;Centre Hospitalier Universitaire de Rennes;FRA;Health
308;638;Taipei Medical University Hospital;TWN;Health
308;638;Monash Health *;AUS;Health
309;639;Uganda Ministry of Health;UGA;Health
309;639;Centro de Investigacion Biomedica en Red de Epidemiologia y Salud Publica, Madrid;ESP;Health
309;639;Chi Mei Medical Center;TWN;Health
309;639;Longhua Hospital Shanghai University of Traditional Chinese Medicine;CHN;Health
309;639;Instituto de Investigacion Hospital 12 de Octubre;ESP;Health
309;639;Kinderspital Zurich, Universitats-Kinderklinik;CHE;Health
309;639;Centre Hospitalier Universitaire de Liege;BEL;Health
309;639;Akershus University Hospital;NOR;Health
310;640;Charite Campus Buch;DEU;Health
310;640;Geisinger Medical System;USA;Health
310;640;Nagoya University Hospital;JPN;Health
310;640;Centre Hospitalier Universitaire d'Angers;FRA;Health
310;640;Mount Sinai Hospital;USA;Health
311;641;University of Toledo Medical Center;USA;Health
311;641;Heraklion University General Hospital;GRC;Health
311;641;Kaiser Permanente Center for Health Research ;USA;Health
311;641;Denver Health Medical Center;USA;Health
311;641;International Clinical Research Center;CZE;Health
311;641;Instituto de Investigacion Sanitaria IdIPAZ;ESP;Health
311;641;Centre Antoine Lacassagne *;FRA;Health
312;642;Wan Fang Hospital;TWN;Health
312;642;Instituto de Investigacion Sanitaria Gregorio Maranon;ESP;Health
312;642;Zhongda Hospital;CHN;Health
312;642;North Texas VA Health Care System ;USA;Health
313;643;Tongji Hospital;CHN;Health
313;643;Hospital Universitario de La Princesa;ESP;Health
313;643;National Cerebral and Cardiovascular Center;JPN;Health
313;643;Birmingham Women's NHS Foundation Trust;GBR;Health
313;643;Providence VA Medical Center;USA;Health
314;644;St Georges Healthcare NHS Trust;GBR;Health
314;644;Korea Centers for Disease Control and Prevention;KOR;Health
314;644;First Affiliated Hospital of Henan University of Science and Technology;CHN;Health
314;644;Carolinas Medical Center ;USA;Health
315;645;Our Lady's Hospital for Sick Children;IRL;Health
315;645;Kaohsiung Veterans General Hospital;TWN;Health
315;645;Cathay General Hospital;TWN;Health
315;645;Shandong Academy of Medical Sciences *;CHN;Health
315;645;Papworth Hospital NHS Foundation Trust;GBR;Health
315;645;Fondazione Salvatore Maugeri IRCCS;ITA;Health
316;646;Norfolk and Norwich University Hospitals NHS Foundation Trust;GBR;Health
316;646;Korea University Medical Center;KOR;Health
317;647;Durham VA Medical Center ;USA;Health
317;647;Sun Yat-sen University Third Hospital;CHN;Health
317;647;John Hunter Hospital ;AUS;Health
317;647;South London and Maudsley NHS Foundation Trust;GBR;Health
317;647;Prince of Wales Hospital ;AUS;Health
317;647;Marshfield Clinic;USA;Health
317;647;Amrita Institute for Medical Science and Research;IND;Health
317;647;Centre Hospitalier Universitaire de Nancy;FRA;Health
317;647;Public Health Ontario;CAN;Health
318;648;Azienda Ospedaliera Universitaria Pisana;ITA;Health
318;648;Royal Surrey County Hospital NHS Foundation Trust;GBR;Health
318;648;North Florida-South Georgia Veterans Health System;USA;Health
318;648;Meander Medical Centre;NLD;Health
318;648;British Columbia Centre for Excellence in HIV/AIDS;CAN;Health
318;648;Ospedale Niguarda;ITA;Health
318;648;Chungnam National University Hospital;KOR;Health
319;649;Children's Memorial Health Institute;POL;Health
319;649;Osaka Medical Center for Cancer and Cardiovascular Diseases;JPN;Health
319;649;Hallym University Medical Center;KOR;Health
319;649;Women and Infants Hospital of Rhode Island ;USA;Health
319;649;Miriam Hospital ;USA;Health
320;650;National Hospital Organization Nagoya Medical Center;JPN;Health
320;650;Sandwell and West Birmingham Hospitals NHS Trust;GBR;Health
320;650;Instituto Maimonides de Investigacion Biomedica de Cordoba;ESP;Health
320;650;Ajou University Medical Center;KOR;Health
320;650;Mackay Memorial Hospital;TWN;Health
320;650;West China Hospital of Stomatology;CHN;Health
320;650;Azienda Ospedaliera di Verona;ITA;Health
320;650;VA Nebraska-Western Iowa Health Care System;USA;Health
321;651;Centro Cardiologico Monzino IRCCS;ITA;Health
321;651;Deutsches Herzzentrum Munchen;DEU;Health
321;651;Queen Elizabeth Hospital Hong Kong;HKG;Health
321;651;Hull and East Yorkshire Hospitals NHS Trust;GBR;Health
321;651;Cork University Hospital;IRL;Health
321;651;Instituto de Investigacion Biomedica de A Coruna;ESP;Health
322;652;Allgemeines Krankenhaus Wien;AUT;Health
322;652;Heart of England NHS Foundation Trust;GBR;Health
322;652;Deutsches Herzzentrum Berlin;DEU;Health
322;652;Complejo Hospitalario Virgen de La Victoria;ESP;Health
322;652;Tokyo Metropolitan Institute of Gerontology;JPN;Health
322;652;Auckland City Hospital;NZL;Health
322;652;Children's Hospital of Wisconsin;USA;Health
322;652;Rainbow Babies and Children's Hospital ;USA;Health
323;653;First Affiliated Hospital of Chongqing Medical University;CHN;Health
323;653;Women's College Hospital;CAN;Health
323;653;Donostia Ospitalea;ESP;Health
323;653;Rabin Medical Center;ISR;Health
323;653;Spedali Civili di Brescia;ITA;Health
324;654;OU Medicine;USA;Health
324;654;Universitatsklinikum Leipzig;DEU;Health
324;654;Kyungpook National University Hospital;KOR;Health
324;654;Policlinico Tor Vergata;ITA;Health
324;654;Concord Repatriation General Hospital ;AUS;Health
324;654;Public Health Foundation of India;IND;Health
325;655;St George Hospital ;AUS;Health
325;655;Canisius Wilhelmina Ziekenhuis;NLD;Health
325;655;Centro Hospitalar de Lisboa Norte *;PRT;Health
325;655;Nanjing Drum Tower Hospital;CHN;Health
325;655;Belfast Health and Social Care Trust;GBR;Health
326;656;New York Eye and Ear Infirmary;USA;Health
326;656;Hospital Santa Maria;PRT;Health
326;656;Stavanger University Hospital;NOR;Health
326;656;Instituto Nacional de Salud Publica;MEX;Health
326;656;Hospital de Clinicas de Porto Alegre;BRA;Health
327;657;Third Hospital Affiliated to Central South University;CHN;Health
327;657;Azienda Ospedaliera San Camillo Forlanini;ITA;Health
327;657;Sun Yat-sen University Fifth Hospital;CHN;Health
327;657;Istituto Ortopedico Galeazzi;ITA;Health
327;657;Yale New Haven Health System;USA;Health
328;658;Servicio Murciano de Salud;ESP;Health
328;658;Centro de Investigacion Biomedica en Red de Salud Mental *;ESP;Health
328;658;N.N. Blokhin Cancer Research Center of the Russian Academy of Medical Sciences;RUS;Health
328;658;Complejo Hospitalario Universitario de Santiago;ESP;Health
328;658;Children's Medical Center Dallas;USA;Health
328;658;Herzzentrum Leipzig;DEU;Health
329;659;Alberta Children's Hospital;CAN;Health
329;659;Hospital Universitario Puerta de Hierro Majadahonda;ESP;Health
329;659;Comision Coordinadora de Institutos Nacionales de Salud y Hospitales de Alta Especialidad;MEX;Health
330;660;Centre Hospitalier Universitaire de Clermont-Ferrand;FRA;Health
330;660;John Paul II Hospital;POL;Health
330;660;Krankenanstalt Rudolfsstiftung;AUT;Health
330;660;Finnish Institute Occupational Health;FIN;Health
330;660;China-Japan Friendship Hospital;CHN;Health
330;660;Ministerio de Salud *;PER;Health
330;660;Hanyang University Medical Center;KOR;Health
331;661;Chonnam National University Hospital;KOR;Health
331;661;Children's Mercy Hospital ;USA;Health
331;661;Second Affiliated Hospital of Chongqing Medical University;CHN;Health
332;662;Kingston General Hospital;CAN;Health
332;662;Incheon St. Mary's Hospital;KOR;Health
332;662;St. Antonius Hospital;NLD;Health
332;662;Affiliated Zhongshan Hospital of Dalian University;CHN;Health
332;662;Inje University Sanggye-Paik Hospital;KOR;Health
332;662;Tan Tock Seng Hospital;SGP;Health
332;662;Jinshan Hospital;CHN;Health
332;662;Complejo Hospitalario Regional Reina Sofia;ESP;Health
333;663;Agence Nationale de la Securite Sanitaire de l'Alimentation, de l'Environnement et du Travail *;FRA;Health
333;663;Royal Devon and Exeter NHS Foundation Trust;GBR;Health
333;663;Rotman Research Institute;CAN;Health
333;663;Shanghai Chest Hospital;CHN;Health
333;663;Brighton and Sussex University Hospitals NHS Trust;GBR;Health
334;664;Hospital Universitario La Fe;ESP;Health
334;664;University Hospitals Coventry and Warwickshire NHS Trust;GBR;Health
335;665;First Affiliated Hospital of Zhengzhou University;CHN;Health
335;665;Zhujiang Hospital;CHN;Health
335;665;Hokkaido University Hospital;JPN;Health
336;666;Institut d'Investigacio Biomedic Sant Pau;ESP;Health
336;666;Minneapolis Heart Institute Foundation;USA;Health
337;667;Second Affiliated Hospital of China Medical University-Sheng Jing Hospital;CHN;Health
337;667;Second Clinical Hospital of Jilin University;CHN;Health
337;667;Zhongnan Hospital at Wuhan University;CHN;Health
337;667;The Affiliated Hospital of Qingdao University Medical College;CHN;Health
337;667;Women's and Children's Hospital;AUS;Health
337;667;Burdenko Neurosurgery Institute of the Russian Academy of Medical Sciences;RUS;Health
337;667;Institut Pasteur of Iran;IRN;Health
337;667;Institute of Cardiology;POL;Health
338;668;Cooper University Health Care;USA;Health
338;668;Centro Hospitalar do Porto;PRT;Health
338;668;Catharina Hospital;NLD;Health
338;668;Changhua Christian Hospital;TWN;Health
339;669;Hospital de Sant Joan de Deu de Esplugues de Llobregat;ESP;Health
339;669;King Abdulaziz Medical City, Riyadh;SAU;Health
339;669;Gangnam Severance Hospital;KOR;Health
339;669;Fundacio Puigvert;ESP;Health
340;670;Attikon Athens University Hospital;GRC;Health
340;670;Chang Gung Memorial Hospital, Keelung;TWN;Health
341;671;Universitatsklinikum Greifswald;DEU;Health
341;671;Children's Hospital Fudan University;CHN;Health
341;671;China-Japan Union Hospital of Jilin University;CHN;Health
341;671;Fundacion Instituto Valenciano de Oncologia;ESP;Health
341;671;BC Children's Hospital and Sunny Hill Health Centre for Children Vancouver;CAN;Health
341;671;Centre Hospitalier Universitaire de Brest;FRA;Health
342;672;The Prince Charles Hospital;AUS;Health
342;672;Hospital General Universitario Gregorio Maranon *;ESP;Health
342;672;Bundang Cha Medical Center;KOR;Health
342;672;Military Medical Academy;SRB;Health
342;672;Black Dog Institute;AUS;Health
342;672;Hospital Clinico Universidad de Chile Jose Joaquin Aguirre;CHL;Health
342;672;University of Tokyo Hospital;JPN;Health
342;672;Second Affiliated Hospital of Nanchang University;CHN;Health
343;673;Yonsei University Severance Hospital;KOR;Health
343;673;Intermountain Healthcare;USA;Health
343;673;King Khaled Eye Specialist Hospital;SAU;Health
343;673;Second Affiliated Hospital & Yuying Children s Hospital of Wenzhou Medical College;CHN;Health
343;673;The Children's Hospital of Chongqing Medical University;CHN;Health
343;673;Centre Hospitalier Regional et Universitaire de Besancon;FRA;Health
343;673;First Affiliated Hospital of Anhui Medical University;CHN;Health
344;674;Hamad Medical Corp;QAT;Health
344;674;Chelsea and Westminster Hospital NHS Foundation Trust;GBR;Health
344;674;Hopital Foch;FRA;Health
344;674;Foothills Medical Centre;CAN;Health
344;674;Hospital Universitari Sant Joan de Reus;ESP;Health
344;674;Parc de Salut Mar de Barcelona;ESP;Health
344;674;Hospital Sirio-Libanes;BRA;Health
344;674;Second Hospital of Xi'an Jiaotong University;CHN;Health
344;674;MetroHealth System ;USA;Health
345;675;Institute of Psychiatry and Neurology;POL;Health
345;675;Institut d'Investigacio Sanitaria Pere Virgili;ESP;Health
345;675;Hospital Universitario Miguel Servet;ESP;Health
345;675;Azienda Ospedaliera di Parma;ITA;Health
345;675;Taipei City Hospital;TWN;Health
345;675;Tokyo Metropolitan Geriatric Hospital and Institute of Gerontology;JPN;Health
345;675;Ospedale Luigi Sacco;ITA;Health
345;675;Aintree University Hospitals NHS Trust;GBR;Health
346;676;Ewha Women University Medical Center;KOR;Health
346;676;Nizhny Novgorod State Medical Academy;RUS;Health
346;676;Kaiser Permanente Southern California, Pasadena;USA;Health
346;676;Centre Hospitalier Universitaire de Rouen;FRA;Health
346;676;Toranomon Hospital;JPN;Health
346;676;Centre Hospitalier Regional et Universitaire de Tours;FRA;Health
347;677;Azienda Ospedaliera Sant Andrea;ITA;Health
347;677;Daejeon St. Mary's Hospital;KOR;Health
347;677;Instituto de Investigacion e Innovacion Parc Tauli;ESP;Health
347;677;Walter Reed National Military Medical Center;USA;Health
347;677;Far Eastern Memorial Hospital;TWN;Health
347;677;Sociedade Beneficiente Israelita Brasileira Albert Einstein;BRA;Health
347;677;MedStar Health Research Institute;USA;Health
348;678;Christchurch Hospital;NZL;Health
348;678;Azienda Sanitaria Ulss 6 Vicenza;ITA;Health
349;679;Hartford Hospital ;USA;Health
349;679;Azienda Ospedaliera di Padova;ITA;Health
349;679;Centre Hospitalier Universitaire de Caen;FRA;Health
349;679;Second Hospital of Shandong University;CHN;Health
349;679;Edith Nourse Rogers Memorial Veterans Hospital ;USA;Health
349;679;Safdarjang Hospital;IND;Health
349;679;First Affiliated Hospital of Nanchang University;CHN;Health
349;679;Spectrum Health;USA;Health
350;680;Edith Wolfson Medical Center;ISR;Health
350;680;IRCCS Centro Neurolesi Bonino Pulejo;ITA;Health
350;680;Institute for Clinical and Experimental Medicine;CZE;Health
350;680;Detroit Medical Center;USA;Health
350;680;Cardiff and Vale NHS Trust;GBR;Health
350;680;First Affiliated Hospital of Jinan University;CHN;Health
350;680;Washington Hospital Center;USA;Health
351;681;Complexo Hospitalario Universitario a Coruna;ESP;Health
351;681;Birmingham Children's Hospital NHS Foundation Trust;GBR;Health
351;681;Dongguk University Medical Center;KOR;Health
352;682;St. Anne's University Hospital Brno *;CZE;Health
352;682;Osaka University Hospital;JPN;Health
352;682;Universitats Kinderspital beider Basel;CHE;Health
352;682;Hospital Universitario Central de Asturias;ESP;Health
352;682;Instituto Nacional de Ciencias Medicas y Nutricion Salvador Zubiran;MEX;Health
352;682;Kyushu University Hospital;JPN;Health
353;683;Juntendo University Urayasu Hospital;JPN;Health
353;683;Hospital das Clinicas da Faculdade de Medicina da Universidade de Sao Paulo;BRA;Health
354;684;Shuang Ho Hospital;TWN;Health
354;684;Azienda Ospedaliera Universitaria Policlinico Gaetano Martino;ITA;Health
354;684;Affiliated Hospital of Nantong University;CHN;Health
354;684;Balgrist University Hospital;CHE;Health
354;684;Ospedale infantile Burlo Garofolo IRCCS;ITA;Health
355;685;St.John's National Academy of Health Sciences *;IND;Health
356;686;Toronto Rehab ;CAN;Health
356;686;Seoul National University Boramae Hospital;KOR;Health
356;686;Queen Elizabeth II Health Sciences Centre;CAN;Health
356;686;Centre Hospitalier Universitaire Dijon;FRA;Health
356;686;Women's Hospital School of Medicine Zhejiang University;CHN;Health
356;686;Princess Margaret Hospital for Children ;AUS;Health
356;686;Kyung Hee University Medical Center;KOR;Health
357;687;Instituto Mexicano del Seguro Social *;MEX;Health
357;687;Gyeongsang National University Hospital;KOR;Health
357;687;Pusan National University Hospital;KOR;Health
357;687;Instituto de Investigacion Sanitaria del Hospital Clinico San Carlos;ESP;Health
357;687;Howard University Health Sciences;USA;Health
357;687;Complejo Hospitalario de Especialidades Virgen de Valme;ESP;Health
357;687;Complejo Universitario de San Carlos;ESP;Health
357;687;Centre Hospitalier Universitaire de Limoges;FRA;Health
357;687;Instituto Nacional de Saude Dr. Ricardo Jorge;PRT;Health
358;688;Centre Hospitalier Universitaire de Reims;FRA;Health
358;688;Osaka National Hospital;JPN;Health
358;688;King Abdullah International Medical Research Center;SAU;Health
358;688;Assaf Harofeh Medical Center Zerifin;ISR;Health
359;689;Hospital Universitario Clementino Fraga Filho;BRA;Health
359;689;Tumour Hospital of Harbin Medical University;CHN;Health
359;689;National Kyushu Cancer Center;JPN;Health
359;689;The Queen Elizabeth Hospital;AUS;Health
359;689;Hospital Clinico Universitario Lozano Blesa;ESP;Health
360;690;Centro Hospitalar de Sao Joao;PRT;Health
360;690;Royal Women's Hospital ;AUS;Health
360;690;Connecticut Children's Medical Center ;USA;Health
360;690;Second Affiliated Hospital of Soochow University;CHN;Health
360;690;Complejo Hospitalario de Toledo;ESP;Health
361;691;National Neuroscience Institute;SGP;Health
361;691;Medisch Spectrum Twente;NLD;Health
361;691;Kanazawa University Hospital;JPN;Health
362;692;Siriraj Hospital;THA;Health
362;692;Kuwait University Health Science Center;KWT;Health
362;692;Afiliated Taizhou Hospital of Wenzhou Medical College;CHN;Health
362;692;Hospital General de Elche;ESP;Health
362;692;Shenzhen Peoples Hospital, 2nd Clinical Medical College of Jinan University;CHN;Health
363;693;Affiliated Provincial Hospital of Anhui Medical University;CHN;Health
363;693;Meir Medical Center;ISR;Health
363;693;Instituto Nacional de Cancerologia, Mexico;MEX;Health
363;693;Affiliated Huai'an First Hospital;CHN;Health
364;694;Mount Sinai Beth Israel;USA;Health
364;694;Centro Hospitalar de Lisboa Central;PRT;Health
364;694;King Fahad Medical City ;SAU;Health
364;694;Fourth Hospital of Hebei Medical University;CHN;Health
364;694;University Hospital of Ioannina;GRC;Health
364;694;Children's Hospital School of Medicine Zhejiang University;CHN;Health
365;695;Fuwai Heart Hospital and Cardiovascular Institute;CHN;Health
365;695;Guilin Medical University;CHN;Health
365;695;Helios Kliniken Berlin-Buch;DEU;Health
365;695;Isala Clinics;NLD;Health
365;695;University Hospital Brno;CZE;Health
366;696;Agencia de Salut Publica de Barcelona;ESP;Health
366;696;Azienda Ospedaliera San Paolo;ITA;Health
366;696;Evaggelismos Hospital;GRC;Health
366;696;Lancashire Teaching Hospitals NHS Trust;GBR;Health
366;696;Polish Mothers Memorial Hospital Research Institute;POL;Health
367;697;Royal Darwin Hospital;AUS;Health
367;697;Centre Hospitalier Universitaire de Amiens-Picardie;FRA;Health
368;698;Instituto Nacional de Neurologia y Neurocirugia Manuel Velasco Suarez;MEX;Health
368;698;Kandang Kerbau Women's and Children's Hospital;SGP;Health
368;698;Chonbuk National University Hospital;KOR;Health
369;699;Ulsan University Hospital;KOR;Health
369;699;Gachon University Gil Hospital;KOR;Health
369;699;VA Long Beach Healthcare System;USA;Health
370;700;Shanghai Institute of Mental Health;CHN;Health
370;700;Hospital Infanta Leonor;ESP;Health
370;700;Konkuk University Medical Center;KOR;Health
370;700;University Hospital Hradec Kralove;CZE;Health
370;700;St. Vincent's Hospital;KOR;Health
371;701;Children's Hospital Affiliated to Soochow University;CHN;Health
371;701;First Affiliated Hospital of Dalian Medical University ;CHN;Health
372;702;Toho University Sakura Medical Center;JPN;Health
372;702;Razi Vaccine and Serum Research Institute;IRN;Health
372;702;Clinica Alemana de Santiago;CHL;Health
372;702;First Hospital of Shanxi Medical University;CHN;Health
373;703;Hospital de Cruces;ESP;Health
373;703;Ljubljana University Medical Centre;SVN;Health
373;703;Kyoto University Hospital;JPN;Health
373;703;Instituto Nacional de Cardiologia Ignacio Chavez;MEX;Health
373;703;Tokyo Womens Medical University Hospital;JPN;Health
374;704;Beaumont Health System;USA;Health
374;704;King Khalid University Hospital  ;SAU;Health
374;704;Shin Kong Wu Ho-Su Memorial Hospital;TWN;Health
374;704;Niigata University Medical and Dental Hospital;JPN;Health
374;704;Red de Investigacion en Servicios de Salud en Enfermedades Cronicas;ESP;Health
374;704;Allina Health;USA;Health
374;704;Kanagawa Cancer Center;JPN;Health
375;705;IWK Health Centre;CAN;Health
375;705;West China Second University Hospital;CHN;Health
375;705;Instituto Nacional de Perinatologia Isidro Espinosa de los Reyes;MEX;Health
375;705;Hospital Regional Universitario de Malaga;ESP;Health
375;705;Soroka University Medical Center;ISR;Health
375;705;Hospital Nacional de Pediatria Profesor Dr. Juan P. Garrahan;ARG;Health
375;705;South Tees Hospitals NHS Foundation Trust;GBR;Health
